,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,card,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,label
102,1.24065700192061E+018,Thu Mar 19 15:10:54 +0000 2020,1.24065700192061E+018,1.24065700192061E+018,@_GayathriNaga @Iam_Thusitha @MaithripalaS නිකන් පල මාලු වේසි යන්න. මංගලගෙ ඇටේ උරල එනව දැන් අපිට පුක දෙන්න,False,"[43, 106]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_GayathriNaga', 'name': 'Gayathri', 'id': 2892489762, 'id_str': '2892489762', 'indices': [0, 14]}, {'screen_name': 'Iam_Thusitha', 'name': 'Thusitha Lakmal', 'id': 1013587747657768960, 'id_str': '1013587747657768960', 'indices': [15, 28]}, {'screen_name': 'MaithripalaS', 'name': 'Maithripala Sirisena', 'id': 3002789437, 'id_str': '3002789437', 'indices': [29, 42]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.23958092266137E+018,1.23958092266137E+018,2892489762,2892489762,_GayathriNaga,1.19087046053733E+018,1.19087046053733E+018,,,,,False,0,0,0,0,1.23958092266137E+018,1.23958092266137E+018,False,False,si,,,,,,,,,,1
103,1.21124365161725E+018,Sun Dec 29 11:12:45 +0000 2019,1.21124365161725E+018,1.21124365161725E+018,"ඇමති කෙනෙක්ට සෝෂල් මීඩියාවල පොන්සියා කියලා බනින උඹ, ඇමතිනියකට වේසි කියන උඹ උන් මූණට මුණ ගැහිලා අතට අත දුන්නොත් දාඩිය පෙරෙන අත දික් කරන්නෙ දණිස් දෙක බෑන්ඩ් ගහන අතරෙ. ඒත් මෙතනදි, උඹ සමානයෙක්. උඹට උඹ ගැනම වැදගත්කමක් වටිනාකමක් දැනෙනවා. තමන් සමාජය ඉදිරියේ පොරක් කියලා දැනෙනවා.",False,"[0, 271]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2112436480646E+018,1.2112436480646E+018,9.06557451046027E+017,9.06557451046027E+017,DonOutcast,9.06557451046027E+017,9.06557451046027E+017,,,,,False,1,10,1,0,1.21124363514614E+018,1.21124363514614E+018,False,False,si,,,,,,,,,"{'id': 1211243635146137600, 'id_str': '1211243635146137600'}",0
104,1.21117841645351E+018,Sun Dec 29 06:53:31 +0000 2019,1.21117841645351E+018,1.21117841645351E+018,"@shanki_thewitch @MohamadFahim11 ඊටත් වඩා විදින එකාව විවේචනය කරනව. හිත යටින් හිතනව මටත් ඒ වගේ ඉන්න පුලුවන් නම් කියල. එහෙම හිතන ගමන් ""ඕකි වේසි"" ""ඕක බඩ්ඩක්"" ඔය ටික කියාගෙන තමන් හරි ලොකුයි කියල පෙන්නන්න ට්‍රයි කරනව. කොල්ලොන්ගෙන් උපාසක විදියට ඉදල මස් මාලු නොකා අනික් එකාට කෙලවන එකා මරු. කාල බීල නිදහසේ ඉන්න එකා මදාවිය",False,"[33, 313]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shanki_thewitch', 'name': 'Witch⚡', 'id': 973212683007819776, 'id_str': '973212683007819776', 'indices': [0, 16]}, {'screen_name': 'MohamadFahim11', 'name': 'Zaki🚴 love laugh live and let live⛹️🤸🤾🏋️', 'id': 1086000158, 'id_str': '1086000158', 'indices': [17, 32]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21117738444502E+018,1.21117738444502E+018,9.7321268300782E+017,9.7321268300782E+017,shanki_thewitch,625422090,625422090,,,,,False,0,2,1,0,1.21113072895359E+018,1.21113072895359E+018,False,False,si,,,,,,,,,,0
105,1.19101665369528E+018,Sun Nov 03 15:37:52 +0000 2019,1.19101665369528E+018,1.19101665369528E+018,@dilumixo පට්ට පඳුරු වේසි,False,"[10, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dilumixo', 'name': 'Dilumi de Silva', 'id': 1121448130841591809, 'id_str': '1121448130841591809', 'indices': [0, 9]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.19082530418666E+018,1.19082530418666E+018,1.12144813084159E+018,1.12144813084159E+018,dilumixo,1.0471600356949E+018,1.0471600356949E+018,,,,,False,0,0,0,0,1.19082530418666E+018,1.19082530418666E+018,False,False,si,,,,,,,,,,1
106,1.21095452761413E+018,Sat Dec 28 16:03:52 +0000 2019,1.21095452761413E+018,1.21095452761413E+018,@PaViYaz අනික් මිනිස්සුන්ට මී හරක් කියලා කියන්නේ උඹ වගේ වේසිගේ පුතෙක් විතරයි. සිම්පල්.,False,"[9, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PaViYaz', 'name': 'Pavitra Gunasekara 🇱🇰', 'id': 396498753, 'id_str': '396498753', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.21095430623436E+018,1.21095430623436E+018,396498753,396498753,PaViYaz,3262559941,3262559941,,,,,False,0,0,1,0,1.21095430623436E+018,1.21095430623436E+018,False,False,si,,,,,,,,,,1
107,1.06922692235636E+018,Sun Dec 02 13:48:58 +0000 2018,1.06922692235636E+018,1.06922692235636E+018,"@Jude_H_Fernando *මොහු සම්බන්ධයෙන් වගකිවයුතු පුද්ගලයකු ලෙස මම එය දීපු සුද්දො ගාන ලෙස නිවැරැදි විය යුතුයැයි යෝජනා කරනවා,තවද ඔහු ⁣බොරු කැප්ෂන් දැමීම මගින් ර⁣ටවාසීන් මුලා කිරීමේ වරදට ඔහු කොල්ලො නීති සංග්‍රහයේ ලමා හා ඝණක කටයුතු පනතෙ ආහ් 3 iii වගන්තිය යටතේ දඩ මුදලකටද යටත් වන බව මෙයින් දන්වමි,",False,"[17, 288]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Jude_H_Fernando', 'name': 'Dr. John H. Watson', 'id': 911206472956223488, 'id_str': '911206472956223488', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.06922162518116E+018,1.06922162518116E+018,9.11206472956224E+017,9.11206472956224E+017,Jude_H_Fernando,3334390273,3334390273,,,,,False,1,5,1,1,1.06922162518116E+018,1.06922162518116E+018,False,False,si,,,,,,,,,,0
109,1.16361851837959E+018,Tue Aug 20 01:07:28 +0000 2019,1.16361851837959E+018,1.16361851837959E+018,මාලුවාගේ ගෑනු සතාගේ නම....🤔,False,"[0, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.10291206679537E+018,1.10291206679537E+018,,,,,True,0,37,19,4,1.16361851837959E+018,1.16361851837959E+018,False,False,si,,,,,,1.16347485880349E+018,1.16347485880349E+018,"{'url': 'https://t.co/52cyDQoNOP', 'expanded': 'https://twitter.com/suhani_arunika/status/1163474858803490817', 'display': 'twitter.com/suhani_arunika…'}",,0
110,1.27038626446282E+018,Tue Jun 09 16:04:22 +0000 2020,1.27038626446282E+018,1.27038626446282E+018,@dil_jayarathne ඒ වේසි තාම අක්කලයි ගෙදර,False,"[16, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dil_jayarathne', 'name': '⚰️ø¤☠️۩👹️ඇට කටුස්👹️۩☠️ø¤⚰️', 'id': 1058556126566875137, 'id_str': '1058556126566875137', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.27038537657882E+018,1.27038537657882E+018,1.05855612656688E+018,1.05855612656688E+018,dil_jayarathne,130433613,130433613,,,,,False,0,1,1,0,1.27038500116781E+018,1.27038500116781E+018,False,False,si,,,,,,,,,,1
111,1.02320756992852E+018,Sat Jul 28 14:04:29 +0000 2018,1.02320756992852E+018,1.02320756992852E+018,@MaaluPaan පොඩ්ඩක් හිටපන් .පකෝ කුනුහර්පයක් කිව්වත් වචන ටික ගළපලා කියපන්.කියන්නම් වාලේ රබර්වත්තේ දීපිකා වේසි කියනව වගේ තේරුමක් නැති විදියට කෑ ගහන්න එපා.වූෆි උබට ඇනලා සල්ලි නොදී ගියා වගේනේ හැමනෙන්නේ,False,"[11, 196]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.02315833184064E+018,1.02315833184064E+018,4632654077,4632654077,maalupaan,555127210,555127210,,,,,False,0,3,2,0,1.02315833184064E+018,1.02315833184064E+018,False,False,si,,,,,,,,,,1
112,4.33498729690067E+017,Wed Feb 12 07:12:05 +0000 2014,4.33498729690067E+017,4.33498729690067E+017,කොල්ලත් එක්ක යුනිෆෝම් එක පිටින් වටේ ගිහිං ෆොටෝ ගහලා ෆේස්බුක් දාන එකීට #වේසි නොකියා පත්තිණි අම්මා කියන්නද බං? — feeling excited,False,"[0, 126]","{'hashtags': [{'text': 'වේසි', 'indices': [70, 75]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,416405448,416405448,,,,,False,0,0,0,0,4.33498729690067E+017,4.33498729690067E+017,False,False,si,,,,,,,,,,1
113,1.32143363599663E+018,Wed Oct 28 12:48:24 +0000 2020,1.32143363599663E+018,1.32143363599663E+018,"මේ අහපල්ලකෝ ප්‍රශනයක් තියනවා අහන්න..🧒👧

කෙල්ලෙක් කොල්ලෙක් එක්ක රූම් එකකට ස්ව කැමැත්තෙන්ම රිංගනවා නම්, හැමදේම තම තමන්ගේ කැමැත්තෙන්ම සිද්ධ වෙනවා නම්, අන්තිමට ප්‍රශ්නයක් වෙච්ච දවසකට වැරදි කාරයා

උඹලා හිතන විදියට👇
#RT",False,"[0, 213]","{'hashtags': [{'text': 'RT', 'indices': [210, 213]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.19637419840845E+018,1.19637419840845E+018,,,,,False,5,44,21,2,1.32143363599663E+018,1.32143363599663E+018,False,False,si,,False,True,"{'name': 'poll3choice_text_only', 'url': 'card://1321433634469916672', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'choice1_label': {'type': 'STRING', 'string_value': 'කොල්ලා  (Boy) \U0001f9d2'}, 'choice2_label': {'type': 'STRING', 'string_value': 'කෙල්ල (Girl) 👧'}, 'end_datetime_utc': {'type': 'STRING', 'string_value': '2020-10-29T12:48:24Z'}, 'counts_are_final': {'type': 'BOOLEAN', 'boolean_value': True}, 'choice2_count': {'type': 'STRING', 'string_value': '20'}, 'choice1_count': {'type': 'STRING', 'string_value': '24'}, 'last_updated_datetime_utc': {'type': 'STRING', 'string_value': '2020-10-29T12:48:25Z'}, 'duration_minutes': {'type': 'STRING', 'string_value': '1440'}, 'choice3_count': {'type': 'STRING', 'string_value': '123'}, 'choice3_label': {'type': 'STRING', 'string_value': 'දෙන්නම (Both of them)\U0001f9d2👧'}, 'api': {'type': 'STRING', 'string_value': 'capi://passthrough/1'}, 'card_url': {'type': 'STRING', 'string_value': 'https://twitter.com', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}",,,,,,0
114,1.22895747673905E+018,Sun Feb 16 08:21:10 +0000 2020,1.22895747673905E+018,1.22895747673905E+018,@maalupaan @vishiru @IamHisAnchor @anuwa01 තමා. 😂,False,"[34, 49]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}, {'screen_name': 'vishiru', 'name': 'V I S H W A 🇱🇰', 'id': 186032870, 'id_str': '186032870', 'indices': [11, 19]}, {'screen_name': 'anuwa01', 'name': 'P U S P E', 'id': 707102986049347584, 'id_str': '707102986049347584', 'indices': [34, 42]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22895704518278E+018,1.22895704518278E+018,4632654077,4632654077,maalupaan,137992580,137992580,,,,,False,0,0,1,0,1.22895510890347E+018,1.22895510890347E+018,False,False,si,,,,,,,,,,0
116,1.29678045725062E+018,Fri Aug 21 12:05:28 +0000 2020,1.29678045725062E+018,1.29678045725062E+018,@maalupaan වේසි 😂,False,"[11, 17]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.29677828511269E+018,1.29677828511269E+018,4632654077,4632654077,maalupaan,623929922,623929922,,,,,False,0,0,0,0,1.29677786152999E+018,1.29677786152999E+018,False,False,si,,,,,,,,,,1
117,1.066197490616E+018,Sat Nov 24 05:11:05 +0000 2018,1.066197490616E+018,1.066197490616E+018,Supun Aiyage Podi Wesi 3 සුපුන් අයියගෙ පොඩි වේසි 3 https://t.co/WczO5uIcJB https://t.co/kBDQg97U4r,False,"[0, 74]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WczO5uIcJB', 'expanded_url': 'http://dlvr.it/QrzdpR', 'display_url': 'dlvr.it/QrzdpR', 'indices': [51, 74]}], 'media': [{'id': 1066197488984444929, 'id_str': '1066197488984444929', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'url': 'https://t.co/kBDQg97U4r', 'display_url': 'pic.twitter.com/kBDQg97U4r', 'expanded_url': 'https://twitter.com/xxxwalkatha/status/1066197490616004609/photo/1', 'type': 'photo', 'original_info': {'width': 537, 'height': 282, 'focus_rects': [{'x': 33, 'y': 0, 'h': 282, 'w': 504}, {'x': 221, 'y': 0, 'h': 282, 'w': 282}, {'x': 239, 'y': 0, 'h': 282, 'w': 247}, {'x': 292, 'y': 0, 'h': 282, 'w': 141}, {'x': 0, 'y': 0, 'h': 282, 'w': 537}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 537, 'h': 282, 'resize': 'fit'}, 'small': {'w': 537, 'h': 282, 'resize': 'fit'}, 'medium': {'w': 537, 'h': 282, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}}]}","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,4118571078,4118571078,,,,,False,0,1,0,0,1.066197490616E+018,1.066197490616E+018,False,False,und,,False,True,,"{'media': [{'id': 1066197488984444929, 'id_str': '1066197488984444929', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Dsvk959U0AEZBlS.jpg', 'url': 'https://t.co/kBDQg97U4r', 'display_url': 'pic.twitter.com/kBDQg97U4r', 'expanded_url': 'https://twitter.com/xxxwalkatha/status/1066197490616004609/photo/1', 'type': 'photo', 'original_info': {'width': 537, 'height': 282, 'focus_rects': [{'x': 33, 'y': 0, 'h': 282, 'w': 504}, {'x': 221, 'y': 0, 'h': 282, 'w': 282}, {'x': 239, 'y': 0, 'h': 282, 'w': 247}, {'x': 292, 'y': 0, 'h': 282, 'w': 141}, {'x': 0, 'y': 0, 'h': 282, 'w': 537}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 537, 'h': 282, 'resize': 'fit'}, 'small': {'w': 537, 'h': 282, 'resize': 'fit'}, 'medium': {'w': 537, 'h': 282, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1066197488984444929', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 152, 'green': 146, 'blue': 131}, 'percentage': 54.3}, {'rgb': {'red': 54, 'green': 35, 'blue': 33}, 'percentage': 15.03}, {'rgb': {'red': 179, 'green': 129, 'blue': 108}, 'percentage': 12.23}, {'rgb': {'red': 218, 'green': 226, 'blue': 246}, 'percentage': 8.82}, {'rgb': {'red': 64, 'green': 57, 'blue': 82}, 'percentage': 1.84}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,,1
119,1.13982040406578E+018,Sat Jun 15 09:02:15 +0000 2019,1.13982040406578E+018,1.13982040406578E+018,"@Anushka60212320 @kushantha9221 ඇත්ත,ඒත් එතෙන්ට යායුතුමයි යථාර්තය අවබෝධ වෙන්න.",False,"[32, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1.13975697505356E+018,1.13975697505356E+018,1.11020364369594E+018,1.11020364369594E+018,anushaka_____,333357644,333357644,,,,,False,0,0,1,0,1.13959257564652E+018,1.13959257564652E+018,False,False,si,,,,,,,,,,0
121,1.31788704049143E+018,Sun Oct 18 17:55:30 +0000 2020,1.31788704049143E+018,1.31788704049143E+018,@maalupaan පුක තමා වයිඩ් 😂😂,False,"[11, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.31788588449506E+018,1.31788588449506E+018,4632654077,4632654077,maalupaan,720141928,720141928,,,,,False,0,0,2,0,1.31788588449506E+018,1.31788588449506E+018,False,False,si,,,,,,,,,,1
122,1.25751869752818E+018,Tue May 05 03:53:15 +0000 2020,1.25751869752818E+018,1.25751869752818E+018,"කෙල්ලෙක්,
තමන්ගෙ මතයට විරුද්ධනම්, ඒකි ටිකක් කැපිල
පේනවනම්, ඒකෙල්ල කඩ්ඩ කතා කරනවනම්, කොටින්ම කිව්වොත් විරුද්ධ දේශපාලන මතයක ඉන්නවනම්, ඒකිට වැඩි audience එකක් ඉන්නවනම්, කියන ඒවට රිදෙනවනම්, ගෑනියෙක්ගෙ යෝනියකින් ඉපදිච්ච කොල්ලො ඇයි එවුන්ට ""බඩුව ඝණිකාව වේසි"" කියන්නෙ. 

ඊයා",False,"[0, 266]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,189878124,189878124,,,,,False,10,114,2,1,1.25751869752818E+018,1.25751869752818E+018,False,False,si,,,,,,,,,,0
123,1.32353115794262E+018,Tue Nov 03 07:43:12 +0000 2020,1.32353115794262E+018,1.32353115794262E+018,අර වෙිසියෝ දෙන්නා ගහල මරන්න ඔන..නෙදකින්,False,"[0, 39]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4695571118,4695571118,,,,,False,0,176,86,3,1.32353115794262E+018,1.32353115794262E+018,False,False,si,,,,,,,,,,1
125,1.127049277472E+018,Sat May 11 03:14:21 +0000 2019,1.127049277472E+018,1.127049277472E+018,ෆක් කිව්වම ලයික් කෙල කෝටියයි.අනේ සුකාන් කිව්වම මේකි චී කුනුහරුප කියනවා..😹 අනේ හිකෙයි,False,"[0, 84]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,9.61513544717165E+017,9.61513544717165E+017,,,,,False,2,151,23,0,1.127049277472E+018,1.127049277472E+018,False,False,si,,,,,,,,,,0
126,1.2112436480646E+018,Sun Dec 29 11:12:44 +0000 2019,1.2112436480646E+018,1.2112436480646E+018,"උඹ පාරට බැස්සම මූණවත් නොබලන එවුන් ම උඹ පෝස්ට්/ට්වීට් එකක් දැම්මම පොර කකා උඹේ ඊලඟ හෙරොයින් ෆික්ස් එක දෙනවා. උඹට වෙනම පර්සනලිටියක් පවා ගොඩ නැඟෙනවා. පළාත් සභා මන්ත්‍රී යද්දි ඔළුව හංගන් හැංගෙන උඹ, ට්විටර් එකේ ජනාධිපතිව මෙන්ෂන් කරලා ඌට රට හදන්න උපදෙස් දෙනවා, බනිනවා.",False,"[0, 261]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.21124364400876E+018,1.21124364400876E+018,9.06557451046027E+017,9.06557451046027E+017,DonOutcast,9.06557451046027E+017,9.06557451046027E+017,,,,,False,1,9,1,0,1.21124363514614E+018,1.21124363514614E+018,False,False,si,,,,,,,,,"{'id': 1211243635146137600, 'id_str': '1211243635146137600'}",0
128,1.31788749051507E+018,Sun Oct 18 17:57:17 +0000 2020,1.31788749051507E+018,1.31788749051507E+018,@IamDDhark පල වේසි,False,"[11, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IamDDhark', 'name': 'Tharindu Bhagya 🇱🇰', 'id': 720141928, 'id_str': '720141928', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.31788704049143E+018,1.31788704049143E+018,720141928,720141928,IamDDhark,4632654077,4632654077,,,,,False,0,0,0,0,1.31788588449506E+018,1.31788588449506E+018,False,False,si,,,,,,,,,,1
129,1.35821351700278E+018,Sun Feb 07 00:38:31 +0000 2021,1.35821351700278E+018,1.35821351700278E+018,මේ වේසි කොහොමද https://t.co/BtE4FrI0yo,False,"[0, 14]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1358213514284830720, 'id_str': '1358213514284830720', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'url': 'https://t.co/BtE4FrI0yo', 'display_url': 'pic.twitter.com/BtE4FrI0yo', 'expanded_url': 'https://twitter.com/ShiwanthaC/status/1358213517002776577/photo/1', 'type': 'photo', 'original_info': {'width': 854, 'height': 859, 'focus_rects': [{'x': 0, 'y': 0, 'h': 478, 'w': 854}, {'x': 0, 'y': 0, 'h': 854, 'w': 854}, {'x': 100, 'y': 0, 'h': 859, 'w': 754}, {'x': 278, 'y': 0, 'h': 859, 'w': 430}, {'x': 0, 'y': 0, 'h': 859, 'w': 854}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 676, 'h': 680, 'resize': 'fit'}, 'large': {'w': 854, 'h': 859, 'resize': 'fit'}, 'medium': {'w': 854, 'h': 859, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 307, 'y': 207, 'h': 87, 'w': 87}]}, 'large': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'orig': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'medium': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.08468336773037E+018,1.08468336773037E+018,,,,,False,0,6,0,0,1.35821351700278E+018,1.35821351700278E+018,False,False,si,,False,True,,"{'media': [{'id': 1358213514284830720, 'id_str': '1358213514284830720', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EtlX_sAVEAA89uI.jpg', 'url': 'https://t.co/BtE4FrI0yo', 'display_url': 'pic.twitter.com/BtE4FrI0yo', 'expanded_url': 'https://twitter.com/ShiwanthaC/status/1358213517002776577/photo/1', 'type': 'photo', 'original_info': {'width': 854, 'height': 859, 'focus_rects': [{'x': 0, 'y': 0, 'h': 478, 'w': 854}, {'x': 0, 'y': 0, 'h': 854, 'w': 854}, {'x': 100, 'y': 0, 'h': 859, 'w': 754}, {'x': 278, 'y': 0, 'h': 859, 'w': 430}, {'x': 0, 'y': 0, 'h': 859, 'w': 854}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 676, 'h': 680, 'resize': 'fit'}, 'large': {'w': 854, 'h': 859, 'resize': 'fit'}, 'medium': {'w': 854, 'h': 859, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 307, 'y': 207, 'h': 87, 'w': 87}]}, 'large': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'orig': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}, 'medium': {'faces': [{'x': 389, 'y': 262, 'h': 110, 'w': 110}]}}, 'media_key': '3_1358213514284830720', 'ext_media_color': {'palette': [{'rgb': {'red': 215, 'green': 181, 'blue': 143}, 'percentage': 30.37}, {'rgb': {'red': 46, 'green': 40, 'blue': 42}, 'percentage': 17.1}, {'rgb': {'red': 220, 'green': 218, 'blue': 208}, 'percentage': 16.21}, {'rgb': {'red': 112, 'green': 127, 'blue': 100}, 'percentage': 10.41}, {'rgb': {'red': 153, 'green': 103, 'blue': 27}, 'percentage': 2.74}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,,1
130,9.77199226118525E+017,Fri Mar 23 15:03:45 +0000 2018,9.77199226118525E+017,9.77199226118525E+017,@Indrajithonline වේ වේසි,False,"[17, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Indrajithonline', 'name': 'Indrajith Bandara', 'id': 806420239789527040, 'id_str': '806420239789527040', 'indices': [0, 16]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9.77009368238444E+017,9.77009368238445E+017,8.06420239789527E+017,8.06420239789527E+017,Indrajithonline,4731842532,4731842532,,,,,False,0,0,0,0,9.77009368238445E+017,9.77009368238445E+017,False,False,si,,,,,,,,,,1
131,1.20077615068488E+018,Sat Nov 30 13:58:38 +0000 2019,1.20077615068488E+018,1.20077615068488E+018,@Iam__Kevin වෙන එකෙක් එක්ක ගියාම වේසි😂,False,"[12, 38]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Iam__Kevin', 'name': 'Captain America ✪', 'id': 4191134834, 'id_str': '4191134834', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.20075666212406E+018,1.20075666212406E+018,4191134834,4191134834,Iam__Kevin,8.57468113591325E+017,8.57468113591325E+017,,,,,False,0,2,0,0,1.20075666212406E+018,1.20075666212406E+018,False,False,si,,,,,,,,,,1
